date,Market,Mkt_GSPC_idx,Mkt_IXIC_idx,Mkt_NDX_idx,Mkt_QQQ_idx,Mkt_ARKK_idx
1986-07-31,187.25117093342087,206.8325048552514,229.6135974630506,125.30741048196063,,
1986-08-31,196.54850547329247,221.5574496864971,236.72333471189143,131.3647320214889,,
1986-09-30,179.5026239371812,202.6278905954483,216.81608173541343,119.0638994806819,,
1986-10-31,187.29680522645404,213.7175787499716,223.0602706602589,125.11256626913169,,
1986-11-30,189.57826354513327,218.30763246849932,222.3183963545692,128.1087618123313,,
1986-12-31,183.40775717758171,212.1320868959673,215.64141440059893,122.4497702361789,,
1987-01-31,208.94251848839815,240.0840730379505,242.41113205781494,144.33235036942904,,
1987-02-28,223.31750409613198,248.94884643504923,262.75115919629053,158.25250665705616,,
1987-03-31,227.50807624738013,255.51857292366998,265.9041768800715,161.101478938399,,
1987-04-30,223.64878499334796,252.59283120299295,258.2998378936437,160.0536858834073,,
1987-05-31,225.02623201472397,254.11702592630712,257.49613601236473,163.4655341055001,,
1987-06-30,230.91038034735288,266.2929136720938,262.5656953366499,163.87253203331485,,
1987-07-31,239.34523225461464,279.134542256392,268.8717118370846,170.02944267036727,,
1987-08-31,250.55756528999515,288.8927621000349,281.29829984544045,181.48163392451008,,
1987-09-30,244.85056607806146,281.9113316821692,274.68314546705955,177.95722108495565,,
1987-10-31,183.4628126214965,220.55885179487248,199.87634484882147,129.95324122079558,,
1987-11-30,169.72138590614625,201.73440405047592,188.6862517508694,118.74350191709344,,
1987-12-31,185.3551826499413,216.4330710450586,204.32766615146832,135.30481075329698,,
1988-01-31,192.0297861328911,225.1839515397128,213.10665360558346,137.7987532533771,,
1988-02-29,203.66388570051456,234.6005595067359,226.89335394126738,149.4977436535404,,
1988-03-31,202.80160239228164,226.7782115833666,231.59196667914412,150.03462891433415,,
1988-04-30,205.22982151440195,228.91553800729523,234.43586535210588,152.33806118380477,,
1988-05-31,202.89479170662267,229.64260270878248,228.93353186582303,150.10824054526253,,
1988-06-30,215.7603077369224,239.5760259517028,244.0185546875,163.68634257156438,,
