Date,Infra_Power_Grid,Infra_Construction,Infra_Materials,Infra_Supply,Infra
1945-11-30,5.900001721644022,,,5.900001721644022,5.900001721644022
1945-12-31,5.965052989018586,,,5.965052989018586,5.965052989018586
1946-01-31,5.9518031194306875,,,5.9518031194306875,5.9518031194306875
1946-02-28,5.965052989018586,,,5.965052989018586,5.965052989018586
1946-03-31,5.965052989018586,,,5.965052989018586,5.965052989018586
1946-04-30,6.068551454910121,,,6.068551454910121,6.068551454910121
1946-05-31,6.093800948680094,,,6.093800948680094,6.093800948680094
1946-06-30,6.119650762113912,,,6.119650762113912,6.119650762113912
1946-07-31,6.2491008123582965,,,6.2491008123582965,6.2491008123582965
1946-08-31,6.36584914783773,,,6.36584914783773,6.36584914783773
1946-09-30,6.456698063805213,,,6.456698063805213,6.456698063805213
1946-10-31,6.534297110184799,,,6.534297110184799,6.534297110184799
1946-11-30,6.56019652969675,,,6.56019652969675,6.56019652969675
1946-12-31,6.586098507971464,,,6.586098507971464,6.586098507971464
1947-01-31,6.555195548073459,1.2837293753737689,,3.919462461723614,3.919462461723614
1947-02-28,6.518546749785256,1.2837293753737689,,3.9011380625795122,3.9011380625795122
1947-03-31,6.5197969951910775,1.2837293753737689,,3.901763185282423,3.901763185282423
1947-04-30,6.586098507971464,1.2931787110749244,,3.939638609523194,3.939638609523194
1947-05-31,6.626498042477136,1.2931787110749244,,3.9598383767760303,3.9598383767760303
1947-06-30,6.639747912065034,1.2931787110749244,,3.9664633115699792,3.9664633115699792
1947-07-31,6.6662476512408295,1.4383923651130655,,4.052320008176947,4.052320008176947
1947-08-31,6.794345685160359,1.4383923651130655,,4.116369025136713,4.116369025136713
1947-09-30,6.89729599622895,1.4383923651130655,,4.167844180671008,4.167844180671008
1947-10-31,6.936395679250664,1.6702425971639228,,4.303319138207293,4.303319138207293
1947-11-30,7.000794462120485,1.6702425971639228,,4.335518529642204,4.335518529642204
1947-12-31,7.191391107762037,1.6702425971639228,,4.43081685246298,4.43081685246298
1948-01-31,7.4343373060132,1.710854962106905,,4.572596134060053,4.572596134060053
1948-02-29,7.35923875044526,1.710854962106905,,4.535046856276082,4.535046856276082
1948-03-31,7.451390076659464,1.710854962106905,,4.581122519383184,4.581122519383184
1948-04-30,7.349191462251883,1.7880650811536802,,4.5686282717027815,4.5686282717027815
1948-05-31,7.299942720117762,1.7880650811536802,,4.544003900635721,4.544003900635721
1948-06-30,7.35169195306353,1.7880650811536802,,4.569878517108605,4.569878517108605
1948-07-31,7.429940925185093,1.7979242704568867,,4.61393259782099,4.61393259782099
1948-08-31,7.544841254357623,1.7979242704568867,,4.671382762407255,4.671382762407255
1948-09-30,7.660939664095078,1.7979242704568867,,4.729431967275983,4.729431967275983
1948-10-31,7.738588316552798,1.7368782434504837,,4.737733280001641,4.737733280001641
1948-11-30,7.828836912856437,1.7368782434504837,,4.78285757815346,4.78285757815346
1948-12-31,7.980284269398139,1.7368782434504837,,4.858581256424311,4.858581256424311
1949-01-31,8.042182561456315,1.6300421114497272,,4.836112336453021,4.836112336453021
1949-02-28,7.967034399810242,1.6300421114497272,,4.7985382556299845,4.7985382556299845
1949-03-31,7.916535412270296,1.6300421114497272,,4.7732887618600115,4.7732887618600115
1949-04-30,7.841436856702357,1.5887816576895313,,4.7151092571959445,4.7151092571959445
1949-05-31,7.765688375392438,1.5887816576895313,,4.677235016540985,4.677235016540985
1949-06-30,7.843989512354899,1.5887816576895313,,4.7163855850222145,4.7163855850222145
1949-07-31,7.947487978246436,1.6235850972903938,,4.785536537768415,4.785536537768415
1949-08-31,8.075586012165965,1.6235850972903938,,4.849585554728179,4.849585554728179
1949-09-30,8.113485055859991,1.6235850972903938,,4.868535076575192,4.868535076575192
1949-10-31,8.101485431677917,1.7479253394440506,,4.9247053855609835,4.9247053855609835
1949-11-30,8.268784919538195,1.7479253394440506,,5.008355129491123,5.008355129491123
1949-12-31,8.5754799749172,1.7479253394440506,,5.1617026571806255,5.1617026571806255
1950-01-31,8.830475403428572,1.8976243357747207,,5.364049869601646,5.364049869601646
1950-02-28,8.769279201953273,1.8976243357747207,,5.333451768863997,5.333451768863997
1950-03-31,8.874027913250632,1.8976243357747207,,5.385826124512676,5.385826124512676
1950-04-30,8.876528404062277,2.1161254432495693,,5.496326923655923,5.496326923655923
1950-05-31,8.94347984258464,2.1161254432495693,,5.5298026429171045,5.5298026429171045
1950-06-30,9.007829019376329,2.1161254432495693,,5.561977231312949,5.561977231312949
1950-07-31,9.046978308476179,2.3230369966713535,,5.685007652573766,5.685007652573766
1950-08-31,9.200926155829528,2.3230369966713535,,5.761981576250441,5.761981576250441
1950-09-30,9.303876466898116,2.3230369966713535,,5.8134567317847345,5.8134567317847345
1950-10-31,9.485623904911215,2.262757615009065,,5.87419075996014,5.87419075996014
1950-11-30,9.575222575472875,2.262757615009065,,5.91899009524097,5.91899009524097
1950-12-31,9.792371125131119,2.262757615009065,,6.027564370070092,6.027564370070092
1951-01-31,10.149565168050072,2.235706576370994,,6.192635872210533,6.192635872210533
1951-02-28,10.16666754477447,2.235706576370994,,6.201187060572732,6.201187060572732
1951-03-31,10.21966702312606,2.235706576370994,,6.227686799748527,6.227686799748527
1951-04-30,10.286568855570291,2.061920426789644,,6.174244641179968,6.174244641179968
1951-05-31,10.212070619666195,2.061920426789644,,6.136995523227919,6.136995523227919
1951-06-30,10.314968765893887,2.061920426789644,,6.188444596341766,6.188444596341766
1951-07-31,10.366717998839654,1.9964396497591659,,6.18157882429941,6.18157882429941
